,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_267," naissante et si le marquis m'EÛT DEMANDÉ MA VIE, JE LA LUI AURAIS SACRIFIÉE MILLE FOIS, croyant encore ne rien faire","n naissante, et si le comte m'EÛT DEMANDÉ MA VIE, JE LA LUI AURAIS SACRIFIÉE MILLE FOIS. Il était loin de soupçonner ","(68525, 68582)","(76, 272)"
Sade_Justine_268,"nt renfermés dans mon cœur... IL ÉTAIT LOIN, L'INGRAT, DE DÉMÊLER LA CAUSE DES PLEURS QUE versait journellement la malh"," soupçonner mes sentiments... IL ÉTAIT LOIN, L'INGRAT, DE DÉMÊLER LA CAUSE DES PLEURS QUE je versais journellement ; ma","(68727, 68786)","(76, 272)"
Sade_Justine_269,"res honteux qui le perdaient, MAIS IL LUI ÉTAIT IMPOSSIBLE POURTANT DE NE PAS SE DOUTER DU DÉSIR QUE J'AVAIS DE VOLER AU-DEVANT DE TOUT CE QUI POUVAIT LUI PLAIRE, IL NE SE POUVAIT PAS QU'IL N'ENTREVÎT MES PRÉVENANCES... TROP AVEUGLES SANS DOUTE, ELLES ALLAIENT JUSQU'AU POINT DE servir même ses erreurs autan","ue je versais journellement ; MAIS IL LUI ÉTAIT IMPOSSIBLE POURTANT DE NE PAS SE DOUTER DU DÉSIR QUE J'AVAIS DE VOLER AU-DEVANT DE TOUT CE QUI POUVAIT LUI PLAIRE ; IL NE SE POUVAIT PAS QU'IL N'ENTREVÎT MES PRÉVENANCES ; TROP AVEUGLES SANS DOUTE, ELLES ALLAIENT AU POINT DE servir ses erreurs, autant qu","(68875, 69123)","(76, 272)"
Sade_Justine_270,e ses erreurs autant au moins QUE LA DÉCENCE POUVAIT ME LE PERMETTRE ET DE LES DÉGUISER TOUJOURS À SA MÈRE. Cette manière de me conduire,"de servir ses erreurs, autant QUE LA DÉCENCE POUVAIT ME LE PERMETTRE, ET DE LES DÉGUISER TOUJOURS À SA TANTE. Cette conduite m'avait en qu","(69164, 69240)","(76, 272)"
Sade_Justine_271,"m'avait en quelque façon valu SA CONFIANCE, ET TOUT CE QUI VENAIT DE LUI M'ÉTAIT SI PRÉCIEUX, JE M'AVEUGLAIS TELLEMENT SUR LE PEU QUE M'OFFRAIT SON CŒUR, QUE J'EUS QUELQUEFOIS L'ORGUEIL DE CROIRE QUE JE NE LUI ÉTAIS PAS INDIFFÉRENTE, MAIS COMBIEN L'EXCÈS DE SES DÉSORDRES ME DÉSABUSAIT PROMPTEMENT ILS ÉTAIENT TELS QUE non seulement la maison était","'avait en quelque façon gagné SA CONFIANCE, ET TOUT CE QUI VENAIT DE LUI M'ÉTAIT SI PRÉCIEUX, JE M'AVEUGLAI TELLEMENT SUR LE PEU QUE M'OFFRAIT SON CŒUR, QUE J'EUS QUELQUEFOIS LA FAIBLESSE DE CROIRE QUE JE NE LUI ÉTAIS PAS INDIFFÉRENTE. MAIS COMBIEN L'EXCÈS DE SES DÉSORDRES ME DÉSABUSAIT PROMPTEMENT ILS ÉTAIENT TELS QUE sa santé même en était altéré","(69301, 69589)","(76, 272)"
Sade_Justine_272,"e dérangeait prodigieusement. JE PRENAIS QUELQUEFOIS LA LIBERTÉ DE LUI REPRÉSENTER TOUS LES INCONVÉNIENTS DE SA CONDUITE ; IL M'ÉCOUTAIT SANS RÉPUGNANCE, PUIS FINISSAIT PAR ME DIRE QU'ON NE SE CORRIGEAIT PAS DE L'ESPÈCE DE VICE qui le dominait, que reprodui"," santé même en était altérée. JE PRENAIS QUELQUEFOIS LA LIBERTÉ DE LUI PEINDRE LES INCONVÉNIENTS DE SA CONDUITE, IL M'ÉCOUTAIT SANS RÉPUGNANCE, PUIS FINISSAIT PAR ME DIRE QU'ON NE SE CORRIGEAIT PAS DE L'ESPÈCE DE VICE qu'il chérissait. 
--Ah Thérè","(69931, 70128)","(76, 272)"
Sade_Justine_273," l'humeur, de l'irritation et DE L'IMPATIENCE DE VOIR SI LONGTEMPS EN DE TELLES MAINS un bien qui devrait déjà lui ","it et de l'humeur, et surtout DE L'IMPATIENCE DE VOIR SI LONGTEMPS, EN DE TELLES MAINS, des richesses qui, disait-il","(70527, 70582)","(76, 272)"
Sade_Justine_274," devrait déjà lui appartenir, LA HAINE LA PLUS INVÉTÉRÉE CONTRE CETTE MÈRE RESPECTABLE ET LA RÉVOLTE LA PLUS CONSTATÉE CONTRE les sentiments de la nature. ","enir ; je n'y voyais plus que LA HAINE LA PLUS INVÉTÉRÉE CONTRE CETTE FEMME SI HONNÊTE, LA RÉVOLTE LA PLUS CONSTATÉE CONTRE tous les sentiments de la nat","(70624, 70719)","(76, 272)"
Sade_Justine_275,"olte la plus constatée contre LES SENTIMENTS DE LA NATURE. SERAIT-IL DONC VRAI QUE QUAND ON EST PARVENU À TRANSGRESSER AUSSI FORMELLEMENT DANS SES GOÛTS les lois de cet organe sacré,",la plus constatée contre tous LES SENTIMENTS DE LA NATURE. SERAIT-IL DONC VRAI QUE QUAND ON EST PARVENU À TRANSGRESSER AUSSI FORMELLEMENT DANS SES GOÛTS l'instinct sacré de cette loi,"(70720, 70842)","(76, 272)"
Sade_Justine_276,"les lois de cet organe sacré, LA SUITE NÉCESSAIRE DE CE PREMIER CRIME FÛT UNE AFFREUSE FACILITÉ À COMMETTRE IMPUNÉMENT TOUS LES AUTRES ? 
QUELQUEFOIS JE ME SERVAIS DES MOYENS DE LA RELIGION ; PRESQUE TOUJOURS CONSOLÉE PAR ELLE, J'ESSAYAIS DE FAIRE PASSER SES DOUCEURS DANS L'ÂME DE CE PERVERS, À PEU PRÈS SÛRE DE LE CAPTIVER par de tels liens si je parve","'instinct sacré de cette loi, LA SUITE NÉCESSAIRE DE CE PREMIER CRIME FÛT UN AFFREUX PENCHANT À COMMETTRE ENSUITE TOUS LES AUTRES ? 
QUELQUEFOIS JE ME SERVAIS DES MOYENS DE LA RELIGION ; PRESQUE TOUJOURS CONSOLÉE PAR ELLE, J'ESSAYAIS DE FAIRE PASSER SES DOUCEURS DANS L'ÂME DE CE PERVERS, À PEU PRÈS SÛRE DE LE CONTENIR par ces liens si je parvenais","(70873, 71167)","(76, 272)"
Sade_Justine_277,re de le captiver par de tels LIENS SI JE PARVENAIS À LUI EN FAIRE PARTAGER LES CHARMES. MAIS LE MARQUIS NE ME LAISSA PAS LONGTEMPS EMPLOYER DE TELLES voies avec lui ; ennemi décla,s sûre de le contenir par ces LIENS SI JE PARVENAIS À LUI EN FAIRE PARTAGER LES ATTRAITS ; MAIS LE COMTE NE ME LAISSA PAS LONGTEMPS EMPLOYER DE TELLES armes. Ennemi déclaré de nos ,"(71180, 71300)","(76, 272)"
Sade_Justine_278,"c lui ; ennemi déclaré de nos SAINTS MYSTÈRES, FRONDEUR OPINIÂTRE DE LA PURETÉ DE NOS DOGMES, ANTAGONISTE OUTRÉ DE L'EXISTENCE D'UN ÊTRE SUPRÊME, M. DE BRESSAC AU LIEU DE SE LAISSER CONVERTIR PAR MOI CHERCHA BIEN PLUTÔT À ME CORROMPRE. 
--TOUTES LES RELIGIONS PARTENT D'UN PRINCIPE FAUX, SOPHIE, ME DISAIT-IL, TOUTES SUPPOSENT COMME NÉCESSAIRE LE CULTE D'UN ÊTRE CRÉATEUR ; OR, SI ce monde éternel, comme tous ","s. Ennemi déclaré de nos plus SAINTS MYSTÈRES, FRONDEUR OPINIÂTRE DE LA PURETÉ DE NOS DOGMES, ANTAGONISTE OUTRÉ DE L'EXISTENCE D'UN ÊTRE SUPRÊME M. DE BRESSAC, AU LIEU DE SE LAISSER CONVERTIR PAR MOI, CHERCHA BIEN PLUTÔT À ME CORROMPRE. 
--TOUTES LES RELIGIONS PARTENT D'UN PRINCIPE FAUX, THÉRÈSE, ME DISAIT-IL ; TOUTES SUPPOSENT COMME NÉCESSAIRE LE CULTE D'UN ÊTRE CRÉATEUR, MAIS ce créateur n'exista jamais. ","(71340, 71690)","(76, 272)"
Sade_Justine_279," ne doit jamais avoir de fin, SI TOUTES LES PRODUCTIONS DE LA NATURE SONT DES EFFETS RÉSULTATIFS DES LOIS QUI L'ENCHAÎNENT ELLE-MÊME, SI SON ACTION ET SA RÉACTION PERPÉTUELLES SUPPOSENT LE MOUVEMENT ESSENTIEL À SON ESSENCE, QUE DEVIENT le moteur que vous lui prêtez"," le droit de bien raisonner. 
SI TOUTES LES PRODUCTIONS DE LA NATURE SONT DES EFFETS RÉSULTATIFS DES LOIS QUI LA CAPTIVENT ; SI SON ACTION ET SA RÉACTION PERPÉTUELLES SUPPOSENT LE MOUVEMENT NÉCESSAIRE À SON ESSENCE, QUE DEVIENT le souverain maître que lui p","(71855, 72060)","(76, 272)"
Sade_Justine_280,"les fers dont il l'accablait, ET CELUI-CI ABRUTI PAR SA MISÈRE CRUT tout ce que l'autre voulut. T","dont la cruauté l'entourait ; ET CELUI-CI, ABRUTI PAR SA MISÈRE, CRUT indistinctement tout ce que v","(72350, 72387)","(76, 272)"
Sade_Justine_281,"le, il n'en est pas une seule QUI NE PORTE L'EMBLÈME DE L'IMPOSTURE ET DE LA STUPIDITÉ ; JE VOIS DANS TOUTES DES MYSTÈRES QUI FONT FRÉMIR LA RAISON, DES DOGMES OUTRAGEANT LA NATURE ET DES CÉRÉMONIES GROTESQUES QUI N'INSPIRENT QUE LA DÉRISION. A peine eus-je les yeux ouve","En est-il une seule, Thérèse, QUI NE PORTE L'EMBLÈME DE L'IMPOSTURE ET DE LA STUPIDITÉ ? QUE VOIS-JE DANS TOUTES ? DES MYSTÈRES QUI FONT FRÉMIR LA RAISON, DES DOGMES OUTRAGEANT LA NATURE, ET DES CÉRÉMONIES GROTESQUES QUI N'INSPIRENT QUE LA DÉRISION et le dégoût. Mais si, de tou","(72553, 72764)","(76, 272)"
Sade_Justine_282,"estai ces horreurs, je me fis UNE LOI DE LES FOULER AUX PIEDS, UN SERMENT DE N'Y REVENIR DE MES JOURS ; IMITE-MOI SI TU VEUX ÊTRE raisonnable. 
--Oh monsieur, ","ossières ; je me fis dès lors UNE LOI DE LES FOULER AUX PIEDS, UN SERMENT DE N'Y PLUS REVENIR ; IMITE-MOI, SI TU VEUX ÊTRE heureuse ; déteste, abjure, p","(72847, 72946)","(76, 272)"
Sade_Justine_283,"ieur, répondis-je au marquis, VOUS PRIVERIEZ UNE MALHEUREUSE DE SON PLUS DOUX ESPOIR SI VOUS LUI ENLEVIEZ CETTE RELIGION QUI LA CONSOLE ; FERMEMENT ATTACHÉE À CE QU'ELLE ENSEIGNE, ABSOLUMENT CONVAINCUE QUE TOUS LES COUPS QUI LUI SONT PORTÉS NE SONT QUE l'effet du libertinage et des","eur, répondis-je en pleurant, VOUS PRIVERIEZ UNE MALHEUREUSE DE SON PLUS DOUX ESPOIR SI VOUS FLÉTRISSIEZ DANS SON CŒUR CETTE RELIGION QUI LA CONSOLE. FERMEMENT ATTACHÉE À CE QU'ELLE ENSEIGNE ; ABSOLUMENT CONVAINCUE QUE TOUS LES COUPS QUI LUI SONT PORTÉS NE SONT QUE les effets du libertinage et ","(73000, 73222)","(76, 272)"
Sade_Justine_284,"lui sont portés ne sont que l'EFFET DU LIBERTINAGE ET DES PASSIONS, IRAI-JE SACRIFIER À DES sophismes qui me font frémir ","i sont portés ne sont que les EFFETS DU LIBERTINAGE ET DES PASSIONS, IRAI-JE SACRIFIER À DES blasphèmes, à des sophismes q","(73225, 73286)","(76, 272)"
Sade_Justine_285,"on cœur, mais le marquis n'en FAISAIT QUE RIRE, ET SES PRINCIPES CAPTIEUX, NOURRIS D'UNE ÉLOQUENCE PLUS MÂLE, SOUTENUS DE LECTURES QUE JE N'AVAIS HEUREUSEMENT JAMAIS FAITES, RENVERSAIENT TOUJOURS TOUS LES MIENS. MME DE BRESSAC REMPLIE DE VERTU ET DE PIÉTÉ N'IGNORAIT PAS QUE SON FILS SOUTENAIT SES ÉCARTS PAR TOUS LES paradoxes de l'incrédulité ; ","ents à cela, dont le comte ne FAISAIT QUE RIRE, ET SES PRINCIPES CAPTIEUX NOURRIS D'UNE ÉLOQUENCE PLUS MÂLE, SOUTENUS DE LECTURES QUE JE N'AVAIS HEUREUSEMENT JAMAIS FAITES, ATTAQUAIENT CHAQUE JOUR TOUS LES MIENS, MAIS SANS LES ÉBRANLER. MME DE BRESSAC, REMPLIE DE VERTU ET DE PIÉTÉ, N'IGNORAIT PAS QUE SON NEVEU SOUTENAIT SES ÉCARTS PAR TOUS LES paradoxes du jour ; elle en g","(73460, 73747)","(76, 272)"
Sade_Justine_286,"é n'ignorait pas que son fils SOUTENAIT SES ÉCARTS PAR TOUS LES PARADOXES DE L'INCRÉDULITÉ ; ELLE EN GÉMISSAIT SOUVENT AVEC MOI, ET COMME ELLE DAIGNAIT ME TROUVER UN PEU PLUS DE BON SENS qu'aux autres femmes qui l'en"," n'ignorait pas que son neveu SOUTENAIT SES ÉCARTS PAR TOUS LES PARADOXES DU JOUR ; ELLE EN GÉMISSAIT SOUVENT AVEC MOI ; ET, COMME ELLE DAIGNAIT ME TROUVER UN PEU PLUS DE BON SENS qu'à ses autres femmes, elle ","(73714, 73870)","(76, 272)"
Sade_Justine_287,"tait au point de ne plus s'en CACHER, NON SEULEMENT IL AVAIT ENTOURÉ SA MÈRE DE TOUTE CETTE CANAILLE DANGEREUSE SERVANT À SES PLAISIRS, MAIS IL AVAIT poussé l'insolence jusqu'à lu",tait au point de ne s'en plus CACHER ; NON SEULEMENT IL AVAIT ENTOURÉ SA TANTE DE TOUTE CETTE CANAILLE DANGEREUSE SERVANT À SES PLAISIRS. MAIS IL AVAIT même porté la hardiesse jusqu,"(74053, 74172)","(76, 272)"
Sade_Justine_288,"s il avait poussé l'insolence JUSQU'À LUI DÉCLARER DEVANT MOI, QUE SI ELLE S'AVISAIT de contrarier encore ses goût",avait même porté la hardiesse JUSQU'À LUI DÉCLARER DEVANT MOI QUE SI ELLE S'AVISAIT encore de contrarier ses goût,"(74192, 74246)","(76, 272)"
Sade_Justine_289," goûts, il la convaincrait du CHARME DONT ILS ÉTAIENT EN S'Y LIVRANT À SES YEUX MÊMES. JE GÉMISSAIS de ces propos et de cette con","goûts, il la convaincrait des CHARMES DONT ILS ÉTAIENT, EN S'Y LIVRANT À SES YEUX MÊMES. 
JE GÉMISSAIS ; cette conduite me faisait h","(74301, 74370)","(76, 272)"
Sade_Justine_290,"se passion qui la dévorait... MAIS L'AMOUR EST-IL UN MAL DONT ON PUISSE GUÉRIR ? TOUT CE QUE JE CHERCHAIS À LUI OPPOSER N'ATTISAIT QUE PLUS VIVEMENT SA FLAMME, ET LE PERFIDE BRESSAC NE ME PARAISSAIT JAMAIS PLUS AIMABLE QUE QUAND J'AVAIS RÉUNI DEVANT MOI TOUT CE QUI DEVAIT M'ENGAGER À LE HAÏR. 
IL Y AVAIT QUATRE ANS QUE J'ÉTAIS DANS CETTE MAISON, TOUJOURS PERSÉCUTÉE PAR LES MÊMES CHAGRINS, TOUJOURS CONSOLÉE PAR LES MÊMES DOUCEURS, LORSQUE l'affreux motif des séduction","sion dont elle était brûlée : MAIS L'AMOUR EST-IL UN MAL DONT ON PUISSE GUÉRIR ? TOUT CE QUE JE CHERCHAIS À LUI OPPOSER N'ATTISAIT QUE PLUS VIVEMENT SA FLAMME, ET LE PERFIDE COMTE NE ME PARAISSAIT JAMAIS PLUS AIMABLE QUE QUAND J'AVAIS RÉUNI DEVANT MOI TOUT CE QUI DEVAIT M'ENGAGER À LE HAÏR. 
IL Y AVAIT QUATRE ANS QUE J'ÉTAIS DANS CETTE MAISON, TOUJOURS PERSÉCUTÉE PAR LES MÊMES CHAGRINS, TOUJOURS CONSOLÉE PAR LES MÊMES DOUCEURS, LORSQUE cet abominable homme, se croy","(74532, 74943)","(76, 272)"
Sade_Justine_291,"ffert dans toute son horreur. NOUS ÉTIONS POUR LORS À LA CAMPAGNE, J'ÉTAIS SEULE AUPRÈS DE LA COMTESSE ; SA PREMIÈRE FEMME AVAIT OBTENU DE RESTER À PARIS L'ÉTÉ, POUR QUELQUE AFFAIRE DE SON MARI. UN SOIR, quelques instants après que ","évoiler ses infâmes desseins. NOUS ÉTIONS POUR LORS À LA CAMPAGNE ; J'ÉTAIS SEULE AUPRÈS DE LA COMTESSE : SA PREMIÈRE FEMME AVAIT OBTENU DE RESTER À PARIS, L'ÉTÉ, POUR QUELQUES AFFAIRES DE SON MARI. UN SOIR, peu après que je fus retirée","(75030, 75202)","(76, 272)"
Sade_Justine_292,"retirée de chez ma maîtresse, RESPIRANT À UN BALCON DE MA CHAMBRE, ET NE POUVANT À CAUSE DE L'EXTRÊME CHALEUR ME DÉTERMINER À ME COUCHER, TOUT À COUP LE MARQUIS FRAPPE À MA PORTE, ET ME PRIE DE LE LAISSER CAUSER AVEC MOI une partie de la nuit... Héla","peu après que je fus retirée, RESPIRANT À UN BALCON DE MA CHAMBRE, ET NE POUVANT, À CAUSE DE L'EXTRÊME CHALEUR, ME DÉTERMINER À ME COUCHER, TOUT À COUP LE COMTE FRAPPE, ET ME PRIE DE LE LAISSER CAUSER AVEC MOI. Hélas tous les instants que ","(75269, 75459)","(76, 272)"
Sade_Justine_293," moi une partie de la nuit... HÉLAS, TOUS LES INSTANTS QUE M'ACCORDAIT CE CRUEL AUTEUR DE MES MAUX ME PARAISSAIENT TROP PRÉCIEUX POUR QUE J'OSASSE EN REFUSER AUCUN ; IL ENTRE, IL FERME AVEC SOIN LA PORTE, ET SE JETANT auprès de moi dans un fauteui","e le laisser causer avec moi. HÉLAS TOUS LES INSTANTS QUE M'ACCORDAIT CE CRUEL AUTEUR DE MES MAUX ME PARAISSAIENT TROP PRÉCIEUX POUR QUE J'OSASSE EN REFUSER UN ; IL ENTRE, FERME AVEC SOIN LA PORTE, ET SE JETANT à mes côtés dans un fauteuil ","(75485, 75672)","(76, 272)"
Sade_Justine_294,"il : --Écoute-moi, Sophie, me DIT-IL AVEC UN PEU D'EMBARRAS, J'AI DES CHOSES DE LA PLUS GRANDE CONSÉQUENCE À TE confier, commence par me jure","l : --Écoute-moi, Thérèse, me DIT-IL AVEC UN PEU D'EMBARRAS... J'AI DES CHOSES DE LA PLUS GRANDE CONSÉQUENCE À TE dire ; jure-moi que tu ne t'e","(75731, 75812)","(76, 272)"
Sade_Justine_295,"te vais dire. 
--Oh monsieur, POUVEZ-VOUS ME CROIRE CAPABLE D'ABUSER DE VOTRE CONFIANCE ? 
--TU NE SAIS PAS TOUT CE QUE TU RISQUERAIS SI TU VENAIS À ME PROUVER QUE JE ME SUIS TROMPÉ EN TE L'ACCORDANT. 
--LE PLUS GRAND de mes chagrins serait de l'a"," 
--Oh monsieur, répondis-je, POUVEZ-VOUS ME CROIRE CAPABLE D'ABUSER DE VOTRE CONFIANCE ? 
--TU NE SAIS PAS CE QUE TU RISQUERAIS SI TU VENAIS À ME PROUVER QUE JE ME SUIS TROMPÉ EN TE L'ACCORDANT --LE PLUS AFFREUX de tous mes chagrins serait d","(75919, 76106)","(76, 272)"
Sade_Justine_296,"ccordant. 
--Le plus grand de MES CHAGRINS SERAIT DE L'AVOIR PERDUE, JE N'AI PAS BESOIN DE PLUS GRANDES MENACES. 
--EH BIEN, SOPHIE... j'ai conjuré contre les jo","ant --Le plus affreux de tous MES CHAGRINS SERAIT DE L'AVOIR PERDUE, JE N'AI PAS BESOIN DE PLUS GRANDES MENACES... 
-- EH BIEN, THÉRÈSE, j'ai condamné ma tante à la ","(76110, 76211)","(76, 272)"
Sade_Justine_297," Sophie, me dit M. de Bressac EN ME RAMENANT AVEC TRANQUILLITÉ, JE ME SUIS BIEN DOUTÉ DE TES RÉPUGNANCES, MAIS COMME TU AS DE L'ESPRIT, JE ME SUIS FLATTÉ DE LES VAINCRE EN te faisant voir que ce crime ","te, Thérèse, me dit le comte, EN ME RAMENANT AVEC TRANQUILLITÉ ; JE ME SUIS BIEN DOUTÉ DE TES RÉPUGNANCES, MAIS COMME TU AS DE L'ESPRIT, JE ME SUIS FLATTÉ DE LES VAINCRE... DE te prouver que ce crime, qui ","(76664, 76805)","(76, 272)"
Sade_Justine_298,"r que ce crime que tu trouves SI ÉNORME N'EST AU FOND QU'UNE CHOSE TOUTE SIMPLE. DEUX FORFAITS S'OFFRENT ICI À TES YEUX PEU PHILOSOPHIQUES, LA DESTRUCTION de son semblable et le mal do","r que ce crime, qui te paraît SI ÉNORME, N'EST AU FOND QU'UNE CHOSE TOUTE SIMPLE. 
DEUX FORFAITS S'OFFRENT ICI, THÉRÈSE, À TES YEUX PEU PHILOSOPHIQUES : LA DESTRUCTION d'une créature qui nous resse","(76850, 76974)","(76, 272)"
Sade_Justine_299," destruction de son semblable ET LE MAL DONT CETTE DESTRUCTION S'AUGMENTE QUAND CE SEMBLABLE EST NOTRE MÈRE. QUANT À LA DESTRUCTION DE SON SEMBLABLE, SOIS-EN CERTAINE, Sophie, elle est purement ch"," créature qui nous ressemble, ET LE MAL DONT CETTE DESTRUCTION S'AUGMENTE, QUAND CETTE CRÉATURE NOUS APPARTIENT DE PRÈS. A L'ÉGARD DU CRIME DE LA DESTRUCTION DE SON SEMBLABLE, SOIS-EN CERTAINE, chère fille, il est purement","(76992, 77128)","(76, 272)"
Sade_Justine_300,"ois-en certaine, Sophie, elle EST PUREMENT CHIMÉRIQUE, LE POUVOIR DE DÉTRUIRE N'EST PAS ACCORDÉ À L'HOMME, IL A TOUT AU PLUS CELUI DE VARIER DES FORMES, MAIS IL N'A PAS CELUI DE LES ANÉANTIR ; OR TOUTE FORME EST ÉGALE AUX YEUX DE LA NATURE, RIEN NE SE PERD DANS LE CREUSET IMMENSE OÙ SES VARIATIONS S'EXÉCUTENT, TOUTES LES PORTIONS DE MATIÈRE QUI s'y jettent se renouvellent i","-en certaine, chère fille, il EST PUREMENT CHIMÉRIQUE. LE POUVOIR DE DÉTRUIRE N'EST PAS ACCORDÉ À L'HOMME ; IL A TOUT AU PLUS CELUI DE VARIER LES FORMES ; MAIS IL N'A PAS CELUI DE LES ANÉANTIR : OR TOUTE FORME EST ÉGALE AUX YEUX DE LA NATURE ; RIEN NE SE PERD DANS LE CREUSET IMMENSE OÙ SES VARIATIONS S'EXÉCUTENT ; TOUTES LES PORTIONS DE MATIÈRES QUI y tombent en rejaillissent in","(77143, 77459)","(76, 272)"
Sade_Justine_301,"i s'y jettent se renouvellent INCESSAMMENT SOUS D'AUTRES FIGURES ET QUELLES QUE SAIENT NOS ACTIONS SUR CELA, AUCUNE ne l'offense directement, auc","ui y tombent en rejaillissent INCESSAMMENT SOUS D'AUTRES FIGURES, ET QUELS QUE SAIENT NOS PROCÉDÉS SUR CELA, AUCUN ne l'outrage sans doute, aucu","(77488, 77573)","(76, 272)"
Sade_Justine_302,"aucune ne saurait l'outrager, NOS DESTRUCTIONS RANIMENT SON POUVOIR, ELLES ENTRETIENNENT SON ÉNERGIE MAIS AUCUNE NE L'ATTÉNUE. EH, QU'IMPORTE À LA NATURE TOUJOURS CRÉATRICE QUE CETTE MASSE DE CHAIR CONFORMANT AUJOURD'HUI UNE femme, se reproduise demain s"," aucun ne saurait l'offenser. NOS DESTRUCTIONS RANIMENT SON POUVOIR ; ELLES ENTRETIENNENT SON ÉNERGIE, MAIS AUCUNE NE L'ATTÉNUE ; ELLE N'EST CONTRARIÉE PAR AUCUNE... EH QU'IMPORTE À SA MAIN TOUJOURS CRÉATRICE QUE CETTE MASSE DE CHAIR CONFORMANT AUJOURD'HUI UN individu bipède se reproduise","(77630, 77824)","(76, 272)"
Sade_Justine_303,"ormant aujourd'hui une femme, SE REPRODUISE DEMAIN SOUS LA FORME DE MILLE INSECTES DIFFÉRENTS ? oseras-tu dire que la const",ujourd'hui un individu bipède SE REPRODUISE DEMAIN SOUS LA FORME DE MILLE INSECTES DIFFÉRENTS ? Osera-t-on dire que la cons,"(77832, 77895)","(76, 272)"
Sade_Justine_304,e nous coûte plus à la nature QUE CELLE D'UN VERMISSEAU ET QU'ELLE DOIT PAR CONSÉQUENT Y PRENDRE UN PLUS GRAND INTÉRÊT ? OR SI le degré d'attachement ou plu,"l à deux pieds lui coûte plus QUE CELLE D'UN VERMISSEAU, ET QU'ELLE DOIT Y PRENDRE UN PLUS GRAND INTÉRÊT ? SI donc ce degré d'attachement, ","(77983, 78079)","(76, 272)"
Sade_Justine_305," si le degré d'attachement ou PLUTÔT D'INDIFFÉRENCE EST LE MÊME, QUE PEUT LUI FAIRE QUE PAR ce qu'on appelle le crime d'u"," degré d'attachement, ou bien PLUTÔT D'INDIFFÉRENCE, EST LE MÊME, QUE PEUT LUI FAIRE QUE PAR le glaive d'un homme un autre","(78106, 78167)","(76, 272)"
Sade_Justine_306,"le crime d'un homme, un autre SOIT CHANGÉ EN MOUCHE OU EN LAITUE ? QUAND ON M'AURA PROUVÉ LA SUBLIMITÉ DE NOTRE ESPÈCE, QUAND ON M'AURA DÉMONTRÉ QU'ELLE EST TELLEMENT IMPORTANTE À LA NATURE QUE NÉCESSAIREMENT SES LOIS S'IRRITENT DE sa destruction, alors je pour","ive d'un homme un autre homme SOIT CHANGÉ EN MOUCHE OU EN HERBE ? QUAND ON M'AURA CONVAINCU DE LA SUBLIMITÉ DE NOTRE ESPÈCE, QUAND ON M'AURA DÉMONTRÉ QU'ELLE EST TELLEMENT IMPORTANTE À LA NATURE, QUE NÉCESSAIREMENT SES LOIS S'IRRITENT DE cette transmutation, je pourr","(78215, 78416)","(76, 272)"
Sade_Justine_307," croire que cette destruction EST UN CRIME ; MAIS QUAND L'ÉTUDE LA PLUS RÉFLÉCHIE DE LA NATURE M'AURA PROUVÉ QUE TOUT CE QUI VÉGÈTE SUR CE GLOBE, LE PLUS IMPARFAIT de ses ouvrages, est d'un pri","i croire alors que le meurtre EST UN CRIME ; MAIS QUAND L'ÉTUDE LA PLUS RÉFLÉCHIE M'AURA PROUVÉ QUE TOUT CE QUI VÉGÈTE SUR CE GLOBE, LE PLUS IMPARFAIT des ouvrages de la nature, es","(78479, 78612)","(76, 272)"
Sade_Justine_308,erai jamais que le changement DE CES ÊTRES EN MILLE AUTRES PUISSE jamais offenser ses lois ; je,jamais que le changement d'un DE CES ÊTRES EN MILLE AUTRES PUISSE en rien déranger ses vues. Je,"(78703, 78738)","(76, 272)"
Sade_Justine_309,"sant, végétant, se détruisant PAR LES MÊMES MOYENS, NE RECEVANT JAMAIS UNE MORT RÉELLE, MAIS UNE SIMPLE VARIATION DANS CE QUI LES MODIFIE, TOUS, DIS-JE, se poussant, se détruisant, ","e détruisant, se reproduisant PAR LES MÊMES MOYENS, NE RECEVANT JAMAIS UNE MORT RÉELLE, MAIS UNE SIMPLE VARIATION DANS CE QUI LES MODIFIE ; TOUS, DIS-JE, paraissant aujourd'hui sous ","(78870, 78991)","(76, 272)"
Sade_Justine_310,"e forme, et l'instant d'après SOUS UNE AUTRE, PEUVENT AU GRÉ DE L'ÊTRE QUI VEUT OU QUI PEUT LES MOUVOIR CHANGER MILLE ET MILLE FOIS DANS UN JOUR, SANS QU'UNE SEULE LOI DE LA NATURE EN puisse être un moment affecté","e, et quelques années ensuite SOUS UNE AUTRE, PEUVENT, AU GRÉ DE L'ÊTRE QUI VEUT LES MOUVOIR, CHANGER MILLE ET MILLE FOIS DANS UN JOUR, SANS QU'UNE SEULE LOI DE LA NATURE EN soit un instant affectée, que","(79109, 79262)","(76, 272)"
Sade_Justine_311,"r de tout ce qui lui nuit. 
--OH, MONSIEUR, RÉPONDIS-JE TOUT EFFRAYÉE AU marquis, cette indifférence q","oi ; ta fortune est faite. 
--OH MONSIEUR, RÉPONDIS-JE TOUT EFFRAYÉE AU comte de Bressac, cette indif","(80587, 80629)","(76, 272)"
