,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_645," Lorsque je te domine par mes RICHESSES OU PAR MA FORCE, EST-IL NATUREL QUE JE T'ABANDONNE MES DROITS, OU PARCE QUE TU as joui en m'obligeant, ou pa","? Lorsque je te domine par ma RICHESSE OU PAR MA FORCE, EST-IL NATUREL QUE JE T'ABANDONNE MES DROITS, OU PARCE QUE TU t'es servie toi-même, ou parc","(482758, 482846)","(81, 269)"
Sade_Infortunes_646,"elque chose par ton procédé ? LE SERVICE FÛT-IL MÊME RENDU D'ÉGAL À ÉGAL, JAMAIS L'ORGUEIL D'UNE ÂME ÉLEVÉE NE SE LAISSERA COURBER PAR LA RECONNAISSANCE ; N'EST-IL PAS TOUJOURS HUMILIÉ, CELUI QUI REÇOIT ? Et cette humiliation qu'il ","racheter en me servant ? Mais LE SERVICE FÛT-IL MÊME RENDU D'ÉGAL À ÉGAL, JAMAIS L'ORGUEIL D'UNE ÂME ÉLEVÉE NE SE LAISSERA ABAISSER PAR LA RECONNAISSANCE. N'EST-IL PAS TOUJOURS HUMILIÉ, CELUI QUI REÇOIT de l'autre, et cette humiliat","(482959, 483131)","(81, 269)"
Sade_Infortunes_647,"s humilié, celui qui reçoit ? ET CETTE HUMILIATION QU'IL ÉPROUVE NE PAYE-T-ELLE PAS SUFFISAMMENT le bienfaiteur qui, par cela "," celui qui reçoit de l'autre, ET CETTE HUMILIATION QU'IL ÉPROUVE NE PAYE-T-ELLE PAS SUFFISAMMENT l'autre du service qu'il a re","(483134, 483200)","(81, 269)"
Sade_Infortunes_648,"ouve au-dessus de l'autre ? N'EST-CE PAS UNE JOUISSANCE POUR L'ORGUEIL QUE DE S'ÉLEVER AU-DESSUS DE SON SEMBLABLE ? EN FAUT-IL D'AUTRE À CELUI QUI OBLIGE ? ET SI L'OBLIGATION, EN HUMILIANT CELUI QUI REÇOIT, DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'A OBLIGÉ ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES, AUSSI CERTAINEMENT QUE la reconnaissance n'est que c","e du service qu'il a rendu--n'EST-CE PAS UNE JOUISSANCE POUR L'ORGUEIL QUE DE S'ÉLEVER AU-DESSUS DE SON SEMBLABLE, EN FAUT-IL D'AUTRE À CELUI QUI OBLIGE, ET SI L'OBLIGATION EN HUMILIANT L'ORGUEIL DE CELUI QUI REÇOIT DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'OBLIGE ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES AUSSI CERTAINEMENT QUE la bienfaisance n'est que cel","(483271, 483737)","(81, 269)"
Sade_Infortunes_649,"si l'obligation, en humiliant CELUI QUI REÇOIT, DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'A OBLIGÉ ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES, AUSSI CERTAINEMENT QUE LA RECONNAISSANCE N'EST QUE CELLE DES ÂMES FAIBLES : qu'on m'oblige tant qu'on v","ion en humiliant l'orgueil de CELUI QUI REÇOIT DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'OBLIGE ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES AUSSI CERTAINEMENT QUE LA BIENFAISANCE N'EST QUE CELLE DES ÂMES FAIBLES ; l'esclave la prêche à son m","(483430, 483788)","(81, 269)"
Sade_Infortunes_650," que celle des âmes faibles : QU'ON M'OBLIGE TANT QU'ON VOUDRA, SI L'ON Y TROUVE UNE JOUISSANCE, MAIS QU'ON N'EXIGE RIEN de moi. 
A ces mots, auxquels","ert ou qu'à ce qui le flatte. QU'ON OBLIGE TANT QU'ON VOUDRA SI L'ON Y TROUVE UNE JOUISSANCE, MAIS QU'ON N'EXIGE RIEN pour avoir joui. 
A ces mots ","(483791, 483881)","(81, 269)"
Sade_Infortunes_651," 
A ces mots, auxquels Roland NE ME DONNA PAS LE TEMPS DE RÉPONDRE, DEUX VALETS ME SAISISSENT PAR SES ORDRES, ME DÉPOUILLENT, ET M'ENCHAÎNENT AVEC mes compagnes, que je suis ob","
A ces mots auxquels Dalville NE ME DONNA PAS LE TEMPS DE RÉPONDRE, DEUX VALETS ME SAISIRENT PAR SES ORDRES, ME DÉPOUILLÈRENT ET M'ENCHAÎNÈRENT AVEC mes deux compagnes, que je fu","(483919, 484035)","(81, 269)"
Sade_Infortunes_652,s qu'on me permette seulement DE ME REPOSER DE LA MARCHE FATIGANTE QUE JE VIENS DE faire. Roland m'approche alor,"me soir, sans qu'on me permît DE ME REPOSER DE LA MARCHE FATIGANTE QUE JE VENAIS DE faire. Il n'y avait pas un qu","(484127, 484179)","(81, 269)"
Sade_Infortunes_653,"r défend de nommer, m'accable DE SARCASMES ET D'IMPERTINENCES RELATIVEMENT À LA MARQUE FLÉTRISSANTE et peu méritée que Rodin avai",leur tête. Tous m'accablèrent DE SARCASMES ET D'IMPERTINENCES RELATIVEMENT À LA MARQUE FLÉTRISSANTE que je portais innocemment su,"(484301, 484370)","(81, 269)"
Sade_Infortunes_654,"ngt coups sur le derrière. 
--VOILÀ COMME TU SERAS TRAITÉE, COQUINE, ME DIT-IL, LORSQUE TU MANQUERAS À TON DEVOIR ; JE NE TE FAIS PAS CECI POUR aucune faute déjà commise par"," les parties de mon corps. 
--VOILÀ COMME TU SERAS TRAITÉE, COQUINE, ME DIT-IL EN ME LES APPLIQUANT, QUAND MALHEUREUSEMENT TU MANQUERAS À TON DEVOIR ; JE NE TE FAIS PAS CECI POUR y avoir manqué, mais seulemen","(484515, 484628)","(81, 269)"
Sade_Infortunes_655,"gis avec celles qui en font. 
JE JETTE LES HAUTS CRIS EN ME DÉBATTANT SOUS MES FERS ; MES contorsions, mes hurlements, ","s celles des barbares moines, JE JETAI LES HAUTS CRIS EN ME DÉBATTANT SOUS MES FERS ; CES contorsions et ces hurlements","(484734, 484793)","(81, 269)"
Sade_Infortunes_656,"nferma après nous avoir donné LA PORTION D'EAU, DE FÈVES ET DE PAIN dont Roland m'avait parlé. 
A","tirai après avoir reçu de lui LA PORTION D'EAU, DE FÈVES ET DE PAIN qui m'était destinée. Ce fut ","(485408, 485445)","(81, 269)"
Sade_Infortunes_657," peine fus-je seule, que je m'ABANDONNAI TOUT À L'AISE À L'HORREUR DE MA SITUATION. EST-IL POSSIBLE, ME DISAIS-JE, QU'IL Y AIT DES HOMMES ASSEZ DURS POUR ÉTOUFFER EN EUX LE SENTIMENT DE LA RECONNAISSANCE ?... CETTE VERTU OÙ JE ME LIVRERAIS AVEC TANT DE CHARMES, SI JAMAIS UNE ÂME HONNÊTE ME METTAIT DANS LE CAS DE LA SENTIR, PEUT-ELLE DONC ÊTRE méconnue de certains êtres, e",". Ce fut là où je pus enfin m'ABANDONNER TOUT À L'AISE À L'HORREUR DE MA SITUATION. EST-IL POSSIBLE, ME DISAIS-JE, QU'IL Y AIT DES HOMMES ASSEZ BARBARES POUR ÉTOUFFER EN EUX LE SENTIMENT DE LA RECONNAISSANCE, CETTE VERTU OÙ JE ME LIVRERAIS AVEC TANT DE CHANTRES, SI JAMAIS UNE ÂME HONNÊTE ME METTAIT DANS LE CAS DE LA SENTIR ? PEUT-ELLE DONC ÊTRE méconnue des hommes, et celui","(485505, 485819)","(81, 269)"
Sade_Infortunes_658,"vrerais avec tant de charmes, SI JAMAIS UNE ÂME HONNÊTE ME METTAIT DANS LE CAS DE LA SENTIR, PEUT-ELLE DONC ÊTRE MÉCONNUE de certains êtres, et ceux qu","rerais avec tant de chantres, SI JAMAIS UNE ÂME HONNÊTE ME METTAIT DANS LE CAS DE LA SENTIR ? PEUT-ELLE DONC ÊTRE MÉCONNUE des hommes, et celui qui l'ét","(485737, 485828)","(81, 269)"
Sade_Infortunes_659," de vingt-cinq à trente ans ; QUOIQUE ABRUTIES PAR LA MISÈRE ET DÉFORMÉES PAR L'EXCÈS DES TRAVAUX, ELLES AVAIENT ENCORE DES RESTES DE BEAUTÉ ; LEUR TAILLE ÉTAIT BELLE, ET la plus jeune, appelée Suzann"," vingt-cinq à trente ans qui, QUOIQUE ABRUTIES PAR LA MISÈRE ET DÉFORMÉES PAR L'EXCÈS DES PEINES PHYSIQUES, ANNONÇAIENT ENCORE QUELQUE RESTE DE BEAUTÉ ; LEUR TAILLE ÉTAIT BELLE ET bien prise, et l'une des deux","(502164, 502304)","(81, 269)"
Sade_Infortunes_660,"elle qui m'apprit que Roland éTAIT À LA VEILLE DE SE RENDRE À VENISE, SI LES SOMMES CONSIDÉRABLES QU'IL VENAIT DE FAIRE DERNIÈREMENT PASSER EN ESPAGNE LUI RAPPORTAIENT LES LETTRES DE CHANGE QU'IL ATTENDAIT POUR L'ITALIE, PARCE QU'IL NE VOULAIT POINT PORTER son or au-delà des monts ; il","it sans doute à Venise où il éTAIT À LA VEILLE DE SE RENDRE, SI LES SOMMES CONSIDÉRABLES QU'IL VENAIT DE FAIRE DERNIÈREMENT PASSER EN ESPAGNE, LUI RAPPORTAIENT LES LETTRES DE CHANGE QU'IL ATTENDAIT POUR L'ITALIE, PARCE QU'IL NE VOULAIT POINT APPORTER son or à Venise ; il n'y en e","(503074, 503300)","(81, 269)"
Sade_Infortunes_661,er son or au-delà des monts ; IL N'Y EN ENVOYAIT JAMAIS : C'ÉTAIT DANS UN PAYS DIFFÉRENT DE celui où il se proposait d'ha,"nt apporter son or à Venise ; IL N'Y EN ENVOYAIT JAMAIS, C'ÉTAIT DANS UN PAYS DIFFÉRENT QUE celui qu'il comptait habiter,","(503328, 503389)","(81, 269)"
Sade_Infortunes_662,"de celui où il se proposait d'HABITER QU'IL FAISAIT PASSER SES FAUSSES ESPÈCES ; PAR CE MOYEN, NE SE TROUVANT RICHE DANS LE LIEU OÙ IL VOULAIT SE FIXER QUE DES PAPIERS d'un autre royaume, ses fripo","rent que celui qu'il comptait HABITER, QU'IL FAISAIT PASSER SES FAUSSES ESPÈCES À DES CORRESPONDANTS ; PAR CE MOYEN NE SE TROUVANT RICHE DANS LE LIEU OÙ IL VOULAIT SE FIXER, QUE DE PAPIER d'un royaume différent, son m","(503417, 503554)","(81, 269)"
Sade_Infortunes_663,"ais tout pouvait manquer dans UN INSTANT, ET LA RETRAITE QU'IL MÉDITAIT DÉPENDAIT ABSOLUMENT DE CETTE DERNIÈRE NÉGOCIATION, OÙ LA PLUS GRANDE PARTIE DE SES TRÉSORS ÉTAIT COMPROMISE. SI CADIX ACCEPTAIT SES PIASTRES, SES SEQUINS, SES LOUIS FAUX, ET LUI ENVOYAIT SUR cela des lettres sur Venise, "," Mais tout pouvait manquer en UN INSTANT, ET LA RETRAITE QU'IL MÉDITAIT DÉPENDAIT ABSOLUMENT DE CETTE DERNIÈRE NÉGOCIATION OÙ LA PLUS GRANDE PARTIE DE SES TRÉSORS ÉTAIT COMPROMISE ; SI CADIX ACCEPTAIT SES PIASTRES ET SES LOUIS FAUX, ET LUI ENVOYAIT POUR cela d'excellent papier sur V","(503657, 503890)","(81, 269)"
Sade_Infortunes_664,"e sa fortune. 
--Hélas dis-je EN APPRENANT CES PARTICULARITÉS, LA PROVIDENCE SERA JUSTE UNE FOIS, ELLE NE PERMETTRA PAS les succès d'un tel monstre, ","itait. Hélas, me dis-je alors EN APPRENANT CES PARTICULARITÉS, LA PROVIDENCE SERA JUSTE UNE FOIS, ELLE NE PERMETTRA PAS qu'un monstre comme celui-là ","(504075, 504164)","(81, 269)"
Sade_Infortunes_665,"à moi de raisonner ainsi Vers MIDI, ON NOUS DONNAIT DEUX HEURES DE REPOS DONT NOUS PROFITIONS POUR ALLER TOUJOURS SÉPARÉMENT RESPIRER ET DÎNER DANS NOS CHAMBRES ; À DEUX HEURES, ON NOUS RATTACHAIT ET L'ON NOUS FAISAIT TRAVAILLER JUSQU'À LA NUIT, SANS QU'IL NOUS FÛT JAMAIS PERMIS D'ENTRER DANS LE CHÂTEAU. Si nous étions nues, c'était",toutes trois vengées. Sur les MIDI ON NOUS DONNAIT DEUX HEURES DE REPOS DONT NOUS PROFITIONS POUR ALLER TOUJOURS SÉPARÉMENT RESPIRER ET DÎNER DANS NOS CHAMBRES ; À DEUX HEURES ON NOUS RENCHAÎNAIT ET ON NOUS FAISAIT TOURNER JUSQU'À LA NUIT SANS QU'IL NOUS FÛT JAMAIS PERMIS D'ENTRER DANS LE CHÂTEAU. La raison qui nous faisait t,"(504318, 504592)","(81, 269)"
Sade_Infortunes_666,"en temps nous appliquer notre FAROUCHE MAÎTRE. L'HIVER, ON NOUS DONNAIT UN PANTALON ET UN GILET tellement serrés sur la peau,","iquer de temps en temps notre FAROUCHE MAÎTRE. L'HIVER, ON NOUS DONNAIT UN PANTALON ET UN GILET serré sur la peau, espèce d'h","(504790, 504855)","(81, 269)"
Sade_Infortunes_667,"es que je veux bien me passer AVEC TOI ? MAIS VAIS-JE À TES PIEDS DEMANDER DES FAVEURS DE L'ACCORD DESQUELLES TU PUISSES IMPLORER QUELQUES DÉDOMMAGEMENTS ? JE NE TE DEMANDE RIEN, JE PRENDS, ET JE NE VOIS PAS QUE, DE CE QUE J'USE D'UN DROIT SUR TOI, IL doive en résulter qu'il me fa","asser un instant ma fantaisie AVEC TOI ? MAIS VAIS-JE À TES PIEDS EXIGER DES FAVEURS DE L'ACCORD DESQUELLES TU PUISSES EXIGER QUELQUE DÉDOMMAGEMENT ? JE NE TE DEMANDE RIEN... JE PRENDS ET JE NE VOIS PAS QUE DE CE QUE J'USE D'UN DROIT SUR TOI, IL doive résulter qu'il me faill","(506137, 506358)","(81, 269)"
Sade_Infortunes_668,"esquelles tu puisses implorer QUELQUES DÉDOMMAGEMENTS ? JE NE TE DEMANDE RIEN, JE PRENDS, ET JE NE VOIS PAS QUE, DE CE QUE J'USE D'UN DROIT SUR TOI, IL DOIVE EN RÉSULTER QU'IL ME FAILLE ABSTENIR D'EN EXIGER UN SECOND. IL N'Y A POINT D'AMOUR DANS MON FAIT : l'amour est un sentiment ch"," desquelles tu puisses exiger QUELQUE DÉDOMMAGEMENT ? JE NE TE DEMANDE RIEN... JE PRENDS ET JE NE VOIS PAS QUE DE CE QUE J'USE D'UN DROIT SUR TOI, IL DOIVE RÉSULTER QU'IL ME FAILLE ABSTENIR D'EN EXIGER UN SECOND. IL N'Y A POINT D'AMOUR DANS MON FAIT, c'est un sentiment qui ne fu","(506237, 506461)","(81, 269)"
Sade_Infortunes_669,"sentit jamais les atteintes ; JE ME SERS D'UNE FEMME PAR NÉCESSITÉ, COMME ON SE SERT D'UN VASE ROND ET CREUX DANS UN BESOIN DIFFÉRENT, MAIS N'ACCORDANT JAMAIS À CET INDIVIDU, QUE MON argent et mon autorité soumet","fut jamais connu de mon cœur. JE ME SERS D'UNE FEMME PAR NÉCESSITÉ, COMME ON SE SERT D'UN VASE DANS UN BESOIN DIFFÉRENT, MAIS N'ACCORDANT JAMAIS À CET ÊTRE, QUE MON argent ou mon autorité soumet","(506585, 506737)","(81, 269)"
Sade_Infortunes_670,"t individu, que mon argent et MON AUTORITÉ SOUMETTENT À MES DÉSIRS, NI ESTIME NI TENDRESSE ; NE DEVANT CE QUE J'ENLÈVE QU'À MOI-MÊME, ET N'EXIGEANT JAMAIS de lui que de la soumission, ","à cet être, que mon argent ou MON AUTORITÉ SOUMET À MES DÉSIRS, NI ESTIME NI TENDRESSE, NE DEVANT CE QUE JE PRENDS QU'À MOI-MÊME ET N'EXIGEANT JAMAIS d'elle que de la soumission, ","(506748, 506872)","(81, 269)"
Sade_Infortunes_671,", et n'exigeant jamais de lui QUE DE LA SOUMISSION, JE NE PUIS ÊTRE TENU D'APRÈS CELA À LUI ACCORDER AUCUNE GRATITUDE. Je demande à ceux qui voudra","e et n'exigeant jamais d'elle QUE DE LA SOUMISSION, JE NE VOIS PAS QUE JE SOIS TENU D'APRÈS CELA À LUI ACCORDER AUCUNE GRATITUDE. Il vaudrait autant dire qu'u","(506880, 506967)","(81, 269)"
Sade_Infortunes_672,"draient m'y contraindre si un VOLEUR QUI ARRACHE LA BOURSE D'UN HOMME DANS UN BOIS, PARCE QU'IL SE TROUVE PLUS FORT QUE LUI, DOIT QUELQUE RECONNAISSANCE À CET HOMME DU TORT QU'IL VIENT DE LUI CAUSER ? IL EN EST DE MÊME de l'outrage fait à une femme","Il vaudrait autant dire qu'un VOLEUR QUI ARRACHE LA BOURSE D'UN HOMME DANS UN BOIS PARCE QU'IL SE TROUVE PLUS FORT QUE LUI, LUI DOIT QUELQUE RECONNAISSANCE DU TORT QU'IL VIENT DE LUI FAIRE ; IL EN EST DE MÊME de l'outrage qu'on fait à une","(507024, 507212)","(81, 269)"
Sade_Infortunes_673,"t qu'il vient de lui causer ? IL EN EST DE MÊME DE L'OUTRAGE FAIT À UNE FEMME : CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
--Oh monsieur, lui dis-je, ","rt qu'il vient de lui faire ; IL EN EST DE MÊME DE L'OUTRAGE QU'ON FAIT À UNE FEMME, CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
Dalville qui venait de se s","(507195, 507366)","(81, 269)"
Sade_Infortunes_674,"s mots, et me laissa dans des RÉFLEXIONS QUI, COMME VOUS CROYEZ BIEN, N'ÉTAIENT PAS À SON AVANTAGE. 
Il y avait six mois que j'é","e replongea dans de nouvelles RÉFLEXIONS, QUI COMME VOUS CROYEZ BIEN N'ÉTAIENT PAS À SON AVANTAGE. Le soir il vint nous voir tr","(511202, 511270)","(81, 269)"
Sade_Infortunes_675,"rspective d'une mort cruelle, LORSQUE LA NOUVELLE SE RÉPANDIT ENFIN DANS le château que non seulement ","dans cette cruelle situation, LORSQUE LA NOUVELLE SE RÉPANDIT ENFIN DANS la maison que non seulement l","(519962, 520004)","(81, 269)"
Sade_Infortunes_676,"re maître étaient satisfaits, QUE NON SEULEMENT IL RECEVAIT POUR VENISE LA QUANTITÉ IMMENSE DE PAPIER QU'IL EN AVAIT DÉSIRÉ, MAIS QU'ON LUI REDEMANDAIT MÊME ENCORE SIX MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT passer les fonds à sa volonté","tune de Dalville était faite, QUE NON SEULEMENT IL RECEVAIT POUR VENISE LA QUANTITÉ IMMENSE DE PAPIER QU'IL EN AVAIT DÉSIRÉE, MAIS QU'ON LUI REDEMANDAIT MÊME ENCORE QUELQUES MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT passer en papier les fonds à ","(520081, 520265)","(81, 269)"
Sade_Infortunes_677,i redemandait même encore six MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT PASSER les fonds à sa volonté pour l,emandait même encore quelques MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT PASSER en papier les fonds à sa volo,"(520219, 520272)","(81, 269)"
Sade_Infortunes_678, à sa volonté pour l'Italie ; IL ÉTAIT IMPOSSIBLE QUE CE SCÉLÉRAT FÎT UNE plus belle fortune ; il parta,onds à sa volonté sur Venise. IL ÉTAIT IMPOSSIBLE QUE CE SCÉLÉRAT FÎT UNE fortune plus brillante et plu,"(520312, 520355)","(81, 269)"
Sade_Infortunes_679,"s de deux millions de rentes, SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR : TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
Les choses étaient dans cet","c plus d'un million de revenu SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR ; TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
Dalville s'apprêta au dépar","(520426, 520675)","(81, 269)"
Sade_Infortunes_680,"omme Roland enfin prépara son DÉPART. IL VINT ME VOIR LA VEILLE À MINUIT ; je me jette à ses pieds, je","vertu. 
Dalville s'apprêta au DÉPART, IL VINT ME VOIR LA VEILLE À MINUIT, ce qui ne lui était pas arri","(526863, 526905)","(81, 269)"
Sade_Infortunes_681,"te à ses pieds, je le conjure AVEC LES PLUS VIVES INSTANCES DE ME RENDRE LA LIBERTÉ ET D'Y JOINDRE LE PEU QU'IL VOUDRAIT D'ARGENT POUR ME CONDUIRE À GRENOBLE. 
-- A GRENOBLE Assurément non, Thérèse, tu n","i à ses pieds, je le conjurai AVEC LES PLUS VIVES INSTANCES DE ME RENDRE LA LIBERTÉ ET LE PEU QU'IL VOUDRAIT D'ARGENT POUR ME CONDUIRE À GRENOBLE. 
-- A GRENOBLE, tu me dénoncerais. 
--Eh bie","(526947, 527090)","(81, 269)"
Sade_Infortunes_682,"ément non, Thérèse, tu nous y DÉNONCERAIS. 
--EH BIEN MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE N'Y JAMAIS ALLER, ET POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE ; PEUT-ÊTRE N'Y TROUVERAI-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE qu'il y a de plus saint de ne","enoble. 
-- A Grenoble, tu me DÉNONCERAIS. 
--EH BIEN, MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE N'Y PAS METTRE LES PIEDS ; FAITES MIEUX POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE ; PEUT-ÊTRE N'Y TROUVERAIS-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE que j'ai de plus sacré de ne ","(527126, 527472)","(81, 269)"
Sade_Infortunes_683,"ut ce qu'il y a de plus saint DE NE VOUS Y JAMAIS IMPORTUNER. 
--JE NE TE DONNERAI PAS UN SECOURS, PAS UN SOU, ME RÉPONDIT DUREMENT CET INSIGNE COQUIN ; TOUT CE QUI tient à la pitié, à la commis","out ce que j'ai de plus sacré DE NE VOUS Y JAMAIS IMPORTUNER. 
--JE NE TE DONNERAI PAS UN SECOURS, PAS UN ÉCU, ME RÉPLIQUA DUREMENT CET INSIGNE COQUIN, TOUT CE QUI s'appelle aumône ou charité e","(527497, 527631)","(81, 269)"
Sade_Infortunes_684," m'écarterai point, Thérèse ; LE PAUVRE EST DANS L'ORDRE DE LA NATURE : EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT, MÊME DANS LES CHANGEMENTS QUE NOTRE CIVILISATION APPORTERAIT À SES LOIS ; soulager l'indigent est ané","ont je ne m'écarterai jamais. LE PAUVRE EST DANS L'ORDRE DE LA NATURE ; EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT MÊME DANS LE CHANGEMENT QUE NOTRE CIVILISATION APPORTERAIT À SES LOIS. Le pauvre remplace le faible","(528041, 528275)","(81, 269)"
Sade_Infortunes_685,"es lois ; soulager l'indigent EST ANÉANTIR L'ORDRE ÉTABLI ; C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS ; C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ ; C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE ; C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE REFUSER SON SECOURS, ET CELA PAR L'HABITUDE OÙ CES secours auront mis le pauvre ","te l'ai déjà dit, le soulager EST ANÉANTIR L'ORDRE ÉTABLI, C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST À LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS. C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ, C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE, C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE LUI REFUSER SON SECOURS, ET CELA PAR L'HABITUDE OÙ CE secours aura mis le pauvre de","(528298, 528684)","(81, 269)"
Sade_Infortunes_686,"s auront mis le pauvre de les OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Cela se peut, Thérèse ; ","cours aura mis le pauvre de l'OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE, SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Il s'en faut bien que je","(528721, 528857)","(81, 269)"
Sade_Infortunes_687,es débris de tous ces infâmes PRÉJUGÉS DE L'HOMME ; C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES ; C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE TROUVAIS DANS MON CHEMIN ; C'EST EN ABUSANT DE LA BONNE FOI publique ; c'est en ruinant l," la mienne sur les débris des PRÉJUGÉS DE L'HOMME. C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES, C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE HEURTAIS DANS MON CHEMIN, C'EST EN ABUSANT DE LA BONNE FOI et de la crédulité des autres","(529683, 529866)","(81, 269)"
