,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_180,"ait à la veille de se rendre, SI LES SOMMES CONSIDÉRABLES QU'IL VENAIT DE FAIRE DERNIÈREMENT PASSER EN ESPAGNE, LUI RAPPORTAIENT LES LETTRES DE CHANGE QU'IL ATTENDAIT POUR L'ITALIE, PARCE QU'IL NE VOULAIT POINT APPORTER son or à Venise ; il n'y en e","veille de se rendre à Venise, SI LES SOMMES CONSIDÉRABLES QU'IL VENAIT DE FAIRE DERNIÈREMENT PASSER EN ESPAGNE LUI RAPPORTAIENT LES LETTRES DE CHANGE QU'IL ATTENDAIT POUR L'ITALIE, PARCE QU'IL NE VOULAIT POINT PORTER son or au-delà des monts ; il","(222262, 222451)","(503114, 503300)"
Sade_Justine_181," Mais tout pouvait manquer en UN INSTANT, ET LA RETRAITE QU'IL MÉDITAIT DÉPENDAIT ABSOLUMENT DE CETTE DERNIÈRE NÉGOCIATION OÙ LA PLUS GRANDE PARTIE DE SES TRÉSORS ÉTAIT COMPROMISE ; SI CADIX ACCEPTAIT SES PIASTRES et ses louis faux, et lui env","ais tout pouvait manquer dans UN INSTANT, ET LA RETRAITE QU'IL MÉDITAIT DÉPENDAIT ABSOLUMENT DE CETTE DERNIÈRE NÉGOCIATION, OÙ LA PLUS GRANDE PARTIE DE SES TRÉSORS ÉTAIT COMPROMISE. SI CADIX ACCEPTAIT SES PIASTRES, ses sequins, ses louis faux,","(222851, 223034)","(503657, 503840)"
Sade_Justine_182,toutes trois vengées. Sur les MIDI ON NOUS DONNAIT DEUX HEURES DE REPOS DONT NOUS PROFITIONS POUR ALLER TOUJOURS SÉPARÉMENT RESPIRER ET DÎNER DANS NOS CHAMBRES ; À DEUX HEURES ON NOUS RENCHAÎNAIT ET ON NOUS faisait tourner jusqu'à la nu,"à moi de raisonner ainsi Vers MIDI, ON NOUS DONNAIT DEUX HEURES DE REPOS DONT NOUS PROFITIONS POUR ALLER TOUJOURS SÉPARÉMENT RESPIRER ET DÎNER DANS NOS CHAMBRES ; À DEUX HEURES, ON NOUS RATTACHAIT ET L'ON NOUS faisait travailler jusqu'à la","(223446, 223622)","(504318, 504497)"
Sade_Justine_183," desquelles tu puisses exiger QUELQUE DÉDOMMAGEMENT ? JE NE TE DEMANDE RIEN... JE PRENDS ET JE NE VOIS PAS QUE DE CE QUE J'USE D'UN DROIT SUR TOI, IL DOIVE résulter qu'il me faille abst","esquelles tu puisses implorer QUELQUES DÉDOMMAGEMENTS ? JE NE TE DEMANDE RIEN, JE PRENDS, ET JE NE VOIS PAS QUE, DE CE QUE J'USE D'UN DROIT SUR TOI, IL DOIVE en résulter qu'il me faille a","(224612, 224737)","(506237, 506364)"
Sade_Justine_184,"Il vaudrait autant dire qu'un VOLEUR QUI ARRACHE LA BOURSE D'UN HOMME DANS UN BOIS PARCE QU'IL SE TROUVE PLUS FORT QUE LUI, lui doit quelque reconnaissa","draient m'y contraindre si un VOLEUR QUI ARRACHE LA BOURSE D'UN HOMME DANS UN BOIS, PARCE QU'IL SE TROUVE PLUS FORT QUE LUI, doit quelque reconnaissance ","(225291, 225383)","(507024, 507117)"
Sade_Justine_185,"st de même de l'outrage qu'on FAIT À UNE FEMME, CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
Dalville qui venait de se s","l en est de même de l'outrage FAIT À UNE FEMME : CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
--Oh monsieur, lui dis-je, ","(225489, 225628)","(507226, 507366)"
Sade_Justine_186,"c plus d'un million de revenu SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR ; TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
Dalville s'apprêta au dépar","s de deux millions de rentes, SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR : TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
Les choses étaient dans cet","(227346, 227595)","(520426, 520675)"
Sade_Justine_187,"enoble. 
-- A Grenoble, tu me DÉNONCERAIS. 
--EH BIEN, MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE n'y pas mettre les pieds ; fa","ément non, Thérèse, tu nous y DÉNONCERAIS. 
--EH BIEN MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE n'y jamais aller, et pour vou","(227957, 228064)","(527126, 527232)"
Sade_Justine_188,"ttre les pieds ; faites mieux POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE ; PEUT-ÊTRE N'Y TROUVERAIS-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE que j'ai de plus sacré de ne ","rment de n'y jamais aller, et POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE ; PEUT-ÊTRE N'Y TROUVERAI-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE qu'il y a de plus saint de ne","(228105, 228324)","(527254, 527472)"
Sade_Justine_189,"ont je ne m'écarterai jamais. LE PAUVRE EST DANS L'ORDRE DE LA NATURE ; EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT MÊME DANS LE CHANGEMENT QUE NOTRE CIVILISATION APPORTERAIT À SES lois. Le pauvre remplace le f"," m'écarterai point, Thérèse ; LE PAUVRE EST DANS L'ORDRE DE LA NATURE : EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT, MÊME DANS LES CHANGEMENTS QUE NOTRE CIVILISATION APPORTERAIT À SES lois ; soulager l'indigent es","(228765, 228991)","(528041, 528270)"
Sade_Justine_190,"te l'ai déjà dit, le soulager EST ANÉANTIR L'ORDRE ÉTABLI, C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST À LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS. C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ, C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE, C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE lui refuser son secours, et c","es lois ; soulager l'indigent EST ANÉANTIR L'ORDRE ÉTABLI ; C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS ; C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ ; C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE ; C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE refuser son secours, et cela ","(229061, 229394)","(528298, 528633)"
Sade_Justine_191,"cours aura mis le pauvre de l'OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE, SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Il s'en faut bien que je","s auront mis le pauvre de les OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Cela se peut, Thérèse ; ","(229481, 229618)","(528721, 528857)"
Sade_Justine_192," la mienne sur les débris des PRÉJUGÉS DE L'HOMME. C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES, C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE HEURTAIS DANS MON CHEMIN, C'EST EN ABUSANT DE LA BONNE foi et de la crédulité des au",es débris de tous ces infâmes PRÉJUGÉS DE L'HOMME ; C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES ; C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE TROUVAIS DANS MON CHEMIN ; C'EST EN ABUSANT DE LA BONNE foi publique ; c'est en ruina,"(230006, 230182)","(529683, 529862)"
Sade_Justine_193,"é des autres, c'est en minant LE PAUVRE ET VOLANT LE RICHE QUE JE SUIS PARVENU AU TEMPLE ESCARPÉ DE LA DIVINITÉ QUE J'ENCENSAIS. QUE NE M'IMITAIS-TU ? ta fortune a été dans tes m","i publique ; c'est en ruinant LE PAUVRE ET VOLANT LE RICHE, QUE JE SUIS PARVENU AU TEMPLE ESCARPÉ DE LA DIVINITÉ QUE J'ENCENSAIS ; QUE NE M'IMITAIS-TU ? La route étroite de ce temp","(230234, 230352)","(529895, 530015)"
Sade_Justine_194,"rifices que tu lui as faits ? IL N'EST PLUS TEMPS, MALHEUREUSE, IL N'EST PLUS TEMPS ; PLEURE SUR TES FAUTES, SOUFFRE ET TÂCHE DE TROUVER SI TU PEUX DANS LE SEIN DES FANTÔMES QUE TU RÉVÈRES, CE QUE ta crédulité t'a fait perdre."," consolée de tes sacrifices ? IL N'EST PLUS TEMPS, MALHEUREUSE, IL N'EST PLUS TEMPS, PLEURE SUR TES FAUTES, SOUFFRE ET TÂCHE DE TROUVER, SI TU PEUX, DANS LE SEIN DES FANTÔMES QUE TU RÉVÈRES, CE QUE le culte que tu leur as rendu","(230488, 230654)","(530176, 530343)"
Sade_Justine_195,"èrent enfin de ses outrages. 
LE LENDEMAIN AVANT DE PARTIR CE MALHEUREUX NOUS DONNA UNE NOUVELLE SCÈNE DE CRUAUTÉ ET DE BARBARIE DONT LES ANNALES DES ANDRONICS, DES NÉRONS, des Venceslas et des Tibères"," temps d'en faire davantage. 
LE LENDEMAIN, AVANT DE PARTIR, CE MALHEUREUX NOUS DONNA UNE NOUVELLE SCÈNE DE CRUAUTÉ ET DE BARBARIE, DONT LES ANNALES DES ANDRONIC, DES NÉRON, des Tibère, des Venceslas ne","(231101, 231242)","(530794, 530936)"
Sade_Justine_196,"ec lui, il l'avait fait parer EN CONSÉQUENCE ; AU MOMENT DE MONTER À CHEVAL, IL LA CONDUIT VERS NOUS. 
--VOILÀ TON POSTE, VILE CRÉATURE, LUI DIT-IL EN LUI ORDONNANT DE SE DÉSHABILLER, JE VEUX QUE MES CAMARADES SE SOUVIENNENT DE MOI EN LEUR LAISSANT POUR GAGE LA FEMME DONT ILS ME CRAIENT LE PLUS ÉPRIS ; MAIS COMME IL N'EN FAUT que trois ici... que je vais ","ui : il l'avait fait habiller EN CONSÉQUENCE ; AU MOMENT DE MONTER À CHEVAL, IL LA CONDUIT VERS NOUS. 
--VOILÀ TON POSTE, VILE CRÉATURE, LUI DIT-IL, EN LUI ORDONNANT DE SE METTRE NUE ; JE VEUX QUE MES CAMARADES SE SOUVIENNENT DE MOI EN LEUR LAISSANT POUR GAGE LA FEMME DONT ILS ME CRAIENT LE PLUS ÉPRIS ; MAIS COMME IL N'EN FAUT qu'un certain nombre ici, que","(231382, 231679)","(531095, 531393)"
Sade_Justine_197," dire au diable que Dalville, LE PLUS RICHE DES SCÉLÉRATS DE LA TERRE, EST CELUI QUI BRAVE LE PLUS INSOLEMMENT ET LA MAIN DU CIEL ET LA SIENNE. 
CETTE INFORTUNÉE QUI N'EXPIRE PAS TOUT DE SUITE SE DÉBAT LONGTEMPS SOUS ses chaînes, spectacle horrib","va dire au diable que Roland, LE PLUS RICHE DES SCÉLÉRATS DE LA TERRE, EST CELUI QUI BRAVE LE PLUS INSOLEMMENT ET LA MAIN DU CIEL ET LA SIENNE CETTE INFORTUNÉE, QUI N'EXPIRA PAS TOUT DE SUITE, SE DÉBATTIT LONGTEMPS SOUS ses fers : spectacle horrible","(232116, 232302)","(531766, 531955)"
Sade_Justine_198,"age d'un sexe faible et doux, NOUS DIT-IL AVEC BONTÉ, C'EST À DES ANIMAUX À SERVIR CETTE MACHINE ; LE MÉTIER QUE NOUS FAISONS EST ASSEZ CRIMINEL SANS OFFENSER ENCORE L'ÊTRE SUPRÊME PAR DES ATROCITÉS GRATUITES. 
IL NOUS ÉTABLIT DANS LE CHÂTEAU, remit sans aucun intérêt la "," d'un sexe faible et délicat, NOUS DIT-IL AVEC BONTÉ ; C'EST À DES ANIMAUX À SERVIR CETTE MACHINE : LE MÉTIER QUE NOUS FAISONS EST ASSEZ CRIMINEL, SANS OFFENSER ENCORE L'ÊTRE SUPRÊME PAR DES ATROCITÉS GRATUITES. 
IL NOUS ÉTABLIT DANS LE CHÂTEAU, et me mit, sans rien exiger ","(232849, 233061)","(532293, 532507)"
Sade_Justine_199,"successeur de Dalville, nommé ROLAND, NOUS APPRIT L'HEUREUSE ARRIVÉE DE SON CONFRÈRE À VENISE ; IL Y ÉTAIT ÉTABLI, IL Y AVAIT RÉALISÉ SA FORTUNE ET y jouissait de toute la prosp","mois, Dalville, successeur de ROLAND, NOUS APPRIT L'HEUREUSE ARRIVÉE DE SON CONFRÈRE À VENISE : IL Y ÉTAIT ÉTABLI, IL Y AVAIT RÉALISÉ SA FORTUNE, ET il jouissait de tout le repos","(233459, 233576)","(532871, 532989)"
Sade_Justine_200,"ête, c'en était plus qu'il en FALLAIT POUR ÊTRE PROMPTEMENT ÉCRASÉ. UN JOUR QUE TOUT ÉTAIT TRANQUILLE AU CHÂTEAU, QUE SOUS LES LOIS DE CE BON MAÎTRE, LE TRAVAIL QUOIQUE CRIMINEL S'Y FAISAIT aisément et avec plaisir, tou","on : c'en était plus qu'il ne FALLAIT POUR ÊTRE PROMPTEMENT ÉCRASÉ. 
UN JOUR QUE TOUT ÉTAIT TRANQUILLE AU CHÂTEAU, QUE SOUS LES LOIS DE CE BON MAÎTRE LE TRAVAIL, QUOIQUE CRIMINEL, S'Y FAISAIT pourtant avec gaieté, les por","(233767, 233926)","(533224, 533385)"
Sade_Justine_201,"au défaut de passage du pont, LES FOSSÉS S'ESCALADENT, ET LA MAISON, AVANT QUE NOS GENS AIENT LE TEMPS DE SONGER À LEUR DÉFENSE, SE TROUVE REMPLIE DE PLUS DE CENT CAVALIERS de maréchaussée. Il fallut se"," les portes furent enfoncées, LES FOSSÉS ESCALADÉS, ET LA MAISON, AVANT QUE NOS GENS AIENT LE TEMPS DE SONGER À LEUR DÉFENSE, SE TROUVE REMPLIE DE PLUS DE SOIXANTE CAVALIERS de la maréchaussée. Il fallut","(234020, 234162)","(533437, 533580)"
Sade_Justine_202,"onheur devait naître pour moi LE PROCÈS DES FAUX MONNAYEURS FUT BIENTÔT JUGÉ, TOUS FURENT CONDAMNÉS À ÊTRE PENDUS. LORSQU'ON VIT LA MARQUE QUE JE PORTAIS, ON S'ÉVITA PRESQUE LA PEINE DE M'INTERROGER ET J'ALLAIS ÊTRE CONDAMNÉE COMME LES AUTRES, QUAND J'ESSAYAI D'OBTENIR ENFIN QUELQUE PITIÉ DU MAGISTRAT FAMEUX, HONNEUR DE CE TRIBUNAL, JUGE INTÈGRE, CITOYEN CHÉRI, PHILOSOPHE ÉCLAIRÉ, DONT LA BIENFAISANCE et l'humanité graveront au te","me, comme vous êtes trompeurs LE PROCÈS DES FAUX-MONNAYEURS FUT BIENTÔT JUGÉ, ; TOUS FURENT CONDAMNÉS À ÊTRE PENDUS. LORSQU'ON VIT LA MARQUE QUE JE PORTAIS, ON S'ÉVITA PRESQUE LA PEINE DE M'INTERROGER, ET J'ALLAIS ÊTRE TRAITÉE COMME LES AUTRES, QUAND J'ESSAYAI D'OBTENIR ENFIN QUELQUE PITIÉ DU MAGISTRAT FAMEUX, HONNEUR DE CE TRIBUNAL, JUGE INTÈGRE, CITOYEN CHÉRI, PHILOSOPHE ÉCLAIRÉ, DONT LA SAGESSE et la bienfaisance graveront ","(234429, 234803)","(533986, 534356)"
Sade_Justine_203,"t qu'elle t'offre en honorant TON CŒUR SERA TOUJOURS LA PLUS DOUCE JOUISSANCE DU SIEN. M. S. DEVINT MON AVOCAT LUI-MÊME, MES PLAINTES FURENT ENTENDUES, mes gémissements trouvèrent ","t'offre, en faisant connaître TON CŒUR, SERA TOUJOURS LA PLUS DOUCE JOUISSANCE DU SIEN. 
M. S*** DEVINT MON AVOCAT LUI-MÊME ; MES PLAINTES FURENT ENTENDUES, et sa mâle éloquence éclaira","(235191, 235311)","(534753, 534878)"
Sade_Justine_204,e d'accusation avec pleine et ENTIÈRE LIBERTÉ DE DEVENIR CE QUE JE VOUDRAIS. MON PROTECTEUR JOIGNIT À CES SERVICES CELUI DE ME FAIRE OBTENIR UNE QUÊTE QUI ME VALUT PRÈS de cent pistoles ; je voyais ,"hargée d'accusation, avec une ENTIÈRE LIBERTÉ DE DEVENIR CE QUE JE VOUDRAIS. MON PROTECTEUR JOIGNIT À CES SERVICES CELUI DE ME FAIRE OBTENIR UNE QUÊTE QUI ME VALUT PLUS de cinquante louis ; enfin je","(235705, 235843)","(535141, 535279)"
Sade_Justine_205," cent pistoles ; je voyais le BONHEUR ENFIN, MES PRESSENTIMENTS SEMBLAIENT SE RÉALISER, ET JE ME CROYAIS AU TERNE DE MES MAUX, QUAND IL PLUT À LA PROVIDENCE DE ME CONVAINCRE QUE J'EN ÉTAIS ENCORE BIEN LOIN. 
AU SORTIR DE PRISON JE M'ÉTAIS LOGÉE DANS UNE AUBERGE EN FACE DU PONT DE L'ISÈRE, où l'on m'avait assurée que "," luire à mes yeux l'aurore du BONHEUR ; ENFIN MES PRESSENTIMENTS SEMBLAIENT SE RÉALISER, ET JE ME CROYAIS AU TERME DE MES MAUX, QUAND IL PLUT À LA PROVIDENCE DE ME CONVAINCRE QUE J'EN ÉTAIS ENCORE BIEN LOIN. 
AU SORTIR DE PRISON, JE M'ÉTAIS LOGÉE DANS UNE AUBERGE EN FACE DU PONT DE L'ISÈRE, du côté des faubourgs, où l'","(235876, 236134)","(535346, 535606)"
Sade_Justine_206,"e qu'on appelle la table de l'HÔTE, LORSQUE JE M'APERÇUS LE SECOND JOUR QUE J'ÉTAIS EXTRÊMEMENT OBSERVÉE PAR UNE GROSSE DAME FORT BIEN MISE, QUI SE FAISAIT DONNER LE TITRE DE BARONNE ; À FORCE DE L'EXAMINER À MON TOUR, JE CRUS LA RECONNAÎTRE, NOUS NOUS AVANÇÂMES MUTUELLEMENT L'UNE VERS l'autre, nous nous embrassâme","à ce qu'on appelle la table d'HÔTE, LORSQUE JE M'APERÇUS LE SECOND JOUR QUE J'ÉTAIS EXTRÊMEMENT OBSERVÉE PAR UNE GROSSE DAME FORT BIEN MISE, QUI SE FAISAIT DONNER LE TITRE DE BARONNE : À FORCE DE L'EXAMINER À MON TOUR, JE CRUS LA RECONNAÎTRE, NOUS NOUS AVANÇÂMES SIMULTANÉMENT L'UNE VERS l'autre, comme deux personnes","(236488, 236744)","(535981, 536238)"
Sade_Justine_207,"uverte, je répondis cependant AVEC POLITESSE ; MAIS J'AVAIS AFFAIRE À LA FEMME LA PLUS FINE ET LA PLUS ADROITE QU'IL Y EÛT EN FRANCE, IL N'Y EUT PAS MOYEN D'ÉCHAPPER. 
LA DUBOIS ME COMBLA d'honnêtetés, elle me dit qu'","ouverte, j'y réponds pourtant AVEC POLITESSE, MAIS J'AVAIS AFFAIRE À LA FEMME LA PLUS FINE ET LA PLUS ADROITE QU'IL Y EÛT EN FRANCE : IL N'Y EUT PAS MOYEN D'ÉCHAPPER. LA DUBOIS ME COMBLA de politesses, elle me dit qu","(237103, 237260)","(536567, 536723)"
Sade_Justine_208,"norait que cela me regardât ; FAIBLE À MON ORDINAIRE, JE ME LAISSAI CONDUIRE DANS LA CHAMBRE DE CETTE FEMME ET LUI RACONTAI MES MALHEURS. 
--MA CHÈRE AMIE, DIT-ELLE EN M'EMBRASSANT ENCORE, SI J'AI DÉSIRÉ DE TE VOIR PLUS INTIMEMENT, C'EST POUR T'APPRENDRE QUE MA FORTUNE EST FAITE, ET QUE TOUT CE QUE J'AI EST À TON SERVICE. 
REGARDE, ME DIT-ELLE EN M'OUVRANT DES CASSETTES PLEINES D'OR ET DE DIAMANTS, VOILÀ LES FRUITS DE MON INDUSTRIE ; SI J'EUSSE ENCENSÉ LA VERTU COMME TOI, JE SERAIS AUJOURD'HUI PENDUE OU ENFERMÉE. 
--OH, MADAME, LUI DIS-JE, SI VOUS NE DEVEZ TOUT CELA QU'À DES CRIMES, LA PROVIDENCE QUI FINIT TOUJOURS PAR ÊTRE JUSTE NE VOUS EN LAISSERA PAS JOUIR LONGTEMPS. 
--ERREUR, ME DIT LA DUBOIS, NE T'IMAGINE PAS QUE LA PROVIDENCE FAVORISE TOUJOURS LA VERTU ; QU'UN faible moment de prospérité n","prétendait-elle, de ses amis. FAIBLE À MON ORDINAIRE, JE ME LAISSAI CONDUIRE DANS LA CHAMBRE DE CETTE FEMME ET LUI RACONTAI MES MALHEURS. 
--MA CHÈRE AMIE, ME DIT-ELLE EN M'EMBRASSANT ENCORE, SI J'AI DÉSIRÉ DE TE VOIR PLUS INTIMEMENT, C'EST POUR T'APPRENDRE QUE MA FORTUNE EST FAITE, ET QUE TOUT CE QUE J'AI EST À TON SERVICE ; REGARDE, ME DIT-ELLE EN M'OUVRANT DES CASSETTES PLEINES D'OR ET DE DIAMANTS, VOILÀ LES FRUITS DE MON INDUSTRIE ; SI J'EUSSE ENCENSÉ LA VERTU COMME TOI, JE SERAIS AUJOURD'HUI ENFERMÉE OU PENDUE. 
--Ô MADAME, LUI DIS-JE, SI VOUS NE DEVEZ TOUT CELA QU'À DES CRIMES, LA PROVIDENCE, QUI FINIT TOUJOURS PAR ÊTRE JUSTE, NE VOUS EN LAISSERA PAS JOUIR LONGTEMPS. 
--ERREUR, ME DIT LA DUBOIS, NE T'IMAGINE PAS QUE LA PROVIDENCE FAVORISE TOUJOURS LA VERTU ; QU'UN court instant de prospérité n","(237394, 238141)","(536998, 537748)"
Sade_Justine_209,"tu n'est comme le vice qu'une MANIÈRE DE SE CONDUIRE DANS LE MONDE ; IL NE S'AGIT DONC PAS DE SUIVRE PLUTÔT L'UN QUE L'AUTRE, IL N'EST QUESTION QUE DE frayer la route générale ; ce","st, comme le vice, qu'une des MANIÈRES DE SE CONDUIRE DANS LE MONDE ; IL NE S'AGIT DONC PAS DE SUIVRE PLUTÔT L'UN QUE L'AUTRE ; IL N'EST QUESTION QUE DE marcher dans la route général","(238729, 238849)","(538424, 538546)"
Sade_Justine_210,"route générale ; celui qui s'éCARTE A TOUJOURS TORT. DANS UN MONDE ENTIÈREMENT VERTUEUX, JE TE CONSEILLERAIS LA VERTU PARCE QUE LES RÉCOMPENSES Y ÉTANT ATTACHÉES, LE BONHEUR Y TIENDRAIT INFAILLIBLEMENT ; DANS UN MONDE TOTALEMENT CORROMPU, JE NE TE CONSEILLERAI JAMAIS QUE LE VICE. CELUI QUI NE SUIT PAS LA ROUTE DES AUTRES PÉRIT INÉVITABLEMENT, TOUT CE QUI LE RENCONTRE LE HEURTE, ET COMME IL EST LE PLUS FAIBLE, IL FAUT NÉCESSAIREMENT QU'IL SOIT BRISÉ. C'EST EN VAIN QUE LES LOIS VEULENT RÉTABLIR L'ORDRE ET RAMENER LES HOMMES À LA VERTU ; TROP VICIEUSES POUR L'ENTREPRENDRE, trop faibles pour y réussir,","te générale ; celui qui s'en éCARTE A TOUJOURS TORT. DANS UN MONDE ENTIÈREMENT VERTUEUX, JE TE CONSEILLERAIS LA VERTU, PARCE QUE LES RÉCOMPENSES Y ÉTANT ATTACHÉES, LE BONHEUR Y TIENDRAIT INFAILLIBLEMENT : DANS UN MONDE TOTALEMENT CORROMPU, JE NE TE CONSEILLERAI JAMAIS QUE LE VICE. CELUI QUI NE SUIT PAS LA ROUTE DES AUTRES PÉRIT INÉVITABLEMENT ; TOUT CE QU'IL RENCONTRE LE HEURTE, ET COMME IL EST LE PLUS FAIBLE, IL FAUT NÉCESSAIREMENT QU'IL SOIT BRISÉ. C'EST EN VAIN QUE LES LOIS VEULENT RÉTABLIR L'ORDRE ET RAMENER LES HOMMES À LA VERTU ; TROP PRÉVARICATRICES POUR L'ENTREPRENDRE, trop insuffisantes pour y ré","(238890, 239435)","(538596, 539148)"
Sade_Justine_211," l'entreprendre, trop faibles POUR Y RÉUSSIR, ELLES ÉCARTERONT UN INSTANT DU CHEMIN BATTU MAIS ELLES NE LE FERONT JAMAIS QUITTER. 
QUAND L'INTÉRÊT GÉNÉRAL DES HOMMES LES PORTERA À LA CORRUPTION, CELUI QUI NE VOUDRA PAS SE CORROMPRE AVEC EUX LUTTERA DONC CONTRE L'INTÉRÊT GÉNÉRAL ; OR QUEL BONHEUR PEUT ATTENDRE CELUI QUI CONTRARIE PERPÉTUELLEMENT L'INTÉRÊT DES AUTRES ? ME DIRAS-TU QUE C'EST LE VICE QUI CONTRARIE L'INTÉRÊT DES HOMMES, JE TE L'ACCORDERAI DANS UN MONDE COMPOSÉ en parties égales de vicieux ","reprendre, trop insuffisantes POUR Y RÉUSSIR, ELLES ÉCARTERONT UN INSTANT DU CHEMIN BATTU, MAIS ELLES NE LE FERONT JAMAIS QUITTER. QUAND L'INTÉRÊT GÉNÉRAL DES HOMMES LES PORTERA À LA CORRUPTION, CELUI QUI NE VOUDRA PAS SE CORROMPRE AVEC EUX LUTTERA DONC CONTRE L'INTÉRÊT GÉNÉRAL ; OR, QUEL BONHEUR PEUT ATTENDRE CELUI QUI CONTRARIE PERPÉTUELLEMENT L'INTÉRÊT DES AUTRES ? ME DIRAS-TU QUE C'EST LE VICE QUI CONTRARIE L'INTÉRÊT DES HOMMES ? JE TE L'ACCORDERAIS DANS UN MONDE COMPOSÉ d'une égale partie de bons et","(239450, 239896)","(539169, 539618)"
